Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Comet Battery Co,Comet Battery Co,www.lionbatteries.com.au,54 Granite St,GEEBUNG,4034,(07) 3265 2233,No,Yes,No,Yes,Yes,Batteries,"10% off Comet batteries, auto air & electrical servicing.",-27.364185,153.049523
Comet Battery Co,Comet Battery Co,www.lionbatteries.com.au,54 Granite St,GEEBUNG,4034,(07) 3265 2233,No,Yes,No,Yes,Yes,Electrical,"10% off Comet batteries, auto air & electrical servicing.",-27.364185,153.049523
Comfort Inn Robert Towns,Comfort Inn Robert Towns,www.roberttowns.com.au,261 Stanley St,TOWNSVILLE,4810,(07) 4771 6900,No,Yes,No,Yes,No,Accommodation,10% discount on normal room rates.,-19.258438,146.812589
Comfort Resort Blue Pacific,Blue Pacific Resort,www.bluepacificresort.com.au,26 Bourke St,BLACKS BEACH,4740,(07) 4954 9090,No,Yes,No,Yes,Yes,Accommodation,From 5% off the best available rate.,-21.050656,149.190829
Commander Centre Brisbane,Commander Centre Brisbane,http://www.ccbw.com.au,U 29  121 Kerry Rd,ARCHERFIELD,4108,(07) 3426 6900,No,Yes,No,Yes,Yes,Telecommunications,10% discount.,-27.57137,153.019728
Commercial Hotel,Commercial Hotel,www.commercialhotelnerang.com.au,cnr Ferry/Price Sts,NERANG,4211,(07) 5578 1200,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-27.989383,153.336423
Companion Petz Carindale ,Companion Pets Carindale ,www.companionpetz.com.au,Westfield Shp Cnt,CARINDALE,4152,(07) 3843 1197,No,Yes,Yes,Yes,Yes,Pets Products and Services,5% off purchases. Excludes livestock and sale items.,-27.504049,153.09984
Compassionate Funerals Queensland,Compassionate Funerals Queensland,www.compassionatefunerals.com.au,1253 Gympie Rd,ASPLEY,4034,1300 552 987,No,No,No,Yes,Yes,Funeral Services,"5% off funeral services, burials and cremations.",-27.366872,153.017528
Complete Dental,Complete Dental,www.complete-dental.com.au,43 Guineas Creek Rd,ELANORA,4221,(07) 5598 1947,No,Yes,No,Yes,No,Dentists,10% off for patients not in a health fund.,-28.136764,153.467285
Complete Denture Care,Complete Denture Care,www.denturecare.com.au,15 River Links Bvd E,HELENSVALE,4212,(07) 5529 9262,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation and denture assessment.,-27.88216,153.325199
Compmed Health Institute,Compmed Health Institute,www.compmed.com.au,L G  9 Bay St,SOUTHPORT,4215,(07) 5531 2358,No,Yes,No,Yes,Yes,Acupuncturists,25% discount on all consultations. 10% off products.,-27.968258,153.410033
Computer Mate,Computer Mate,(blank),56 Caloola Dr,SPRINGWOOD,4127,(07) 3209 1129,No,No,No,Yes,Yes,Computers,10% discount on all labour.,-27.628369,153.14427
Computer Rehab,Computer Rehab,www.seniorsitsupport.com.au,Shop 1  721-723 Albany Creek Rd,ALBANY CREEK,4035,(07) 3264 6050,No,Yes,Yes,Yes,No,Computers,50% off all labour in store. No call out fee.,-27.343975,152.961816
Computerprotec,Computerprotec,www.computerprotec.com.au,11 Acland Dr,STRATHPINE,4500,0411 513 212,No,No,No,Yes,Yes,Computers,10% discount on hourly labour rates.,-27.30809,152.967383
Concept Tiles,Concept Tiles,www.tilefactory.com.au,1117 Ipswich Rd,MOOROOKA,4105,(07) 3848 3344,No,Yes,No,Yes,Yes,Tile Products and Services,15% off. Excludes decorators and already discounted items.,-27.534676,153.014679
Confa-Dental,Confa-Dental,www.confa-dental.com,70 Broad St,SARINA,4737,(07) 4943 2299,No,Yes,No,Yes,Yes,Dental Prosthetists,10% off all denture repairs & free gift with new denture.,-21.420075,149.216884
Connectology Natural Health Centre,Connectology Natural Health Centre,www.connectology.com.au,10C River St,MACKAY,4740,(07) 4957 2178,No,Yes,No,Yes,Yes,Natural Therapies,10% discount on all massage and bowen therapy services.,-21.135998,149.179016
Con-Seal,Con-Seal,www.conseal.com.au,Mobile Service,GOLD COAST,4213,0447 130 020,No,Yes,Yes,Yes,No,"Concrete, Asphalt and Bitumen Services",Discounts ranging from 10% to 20%.,(blank),(blank)
Conveyancing Cottage,Conveyancing Cottage,www.conveyancingcottage.com.au,32 Walker St,TOWNSVILLE,4810,(07) 4778 9789,No,Yes,No,Yes,Yes,Legal Services,10% discount on all conveyances of residential property.,-19.257451,146.816195
Cool Pool Care,Cool Pool Care,www.coolpoolcare.com,3 Simpson Ct,ALBANY CREEK,4035,(07) 3264 4856,No,No,No,Yes,Yes,Pools and Spas,10% discount on services and equipment.,-27.361798,152.966014
H&R Block,H & R Block,www.hrblock.com.au,Shop 3   21-27 Birtwill St,COOLUM BEACH,4573,(07) 5471 6533,No,Yes,No,Yes,No,Accountants and Tax Agents,10% off normal tax preparation services. Conditions apply.,-26.527053,153.087863
Cooloola Coast Seafoods,Cooloola Coast Seafoods,(blank),Shop 4  69 Gympie Rd,TIN CAN BAY,4580,(07) 5486 4990,No,Yes,No,Yes,Yes,Takeaway,Every Tuesday 10% discount.,-25.916517,153.003862
Cooltint,Cooltint,www.cooltint.com.au,Mobile Service,BRISBANE,4001,1800 241 160,No,Yes,No,Yes,Yes,Window Tinting,20% off retail price. ,(blank),(blank)
Cooltint,Cooltint,www.cooltint.com.au,Mobile Service,GOLD COAST AREA,4211,1800 241 160,No,Yes,No,Yes,Yes,Window Tinting,20% off retail price. ,(blank),(blank)
Cooltron,Cooltron,www.cooltron.com.au,52 Granard Rd,ROCKLEA,4106,(07) 3255 5509,No,No,No,Yes,Yes,Refrigeration Sales and Services,5% off service calls and discount on 2nd hand white goods.,-27.557472,153.008282
Coolum Family Chiropractic,Coolum Family Chiropractic,www.coolumchiropractic.com.au,Pacific on Coolum - 19 Birtwill St,COOLUM BEACH,4573,(07) 5446 4088,No,Yes,No,Yes,Yes,Chiropractors,$5 off standard fees.,-26.527151,153.088788
ADPAQ,ADPAQ,http://adpa.com.au,1862 David Low Way,COOLUM BEACH,4573,(07) 5446 1884,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-26.523102,153.089865
Coolican Denture Clinic,Coolican Denture Clinic,www.coolicandentureclinic.com.au,1862 David Low Way,COOLUM BEACH,4573,(07) 5446 1884,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-26.523102,153.089865
Coolum Beach Dental,Coolum Beach Dental,http://coolumbeachdental.com.au,5-7 Birtwill St,COOLUM BEACH,4573,(07) 5446 5888,No,Yes,No,Yes,Yes,Dentists,10% off general dental services - friendly service.,-26.527331,153.089814
Greg Osborne Dental Surgery,Greg Osborne Dental Surgery,(blank),5 Lloyd Pl - The Esplanade,COOLUM BEACH,4573,(07) 5446 1616,No,Yes,No,Yes,Yes,Dentists,10% discount on most treatments.,-26.530486,153.09121
Swim Fit Aquatic Centres,Swim Fit Aquatic Centres,www.swimfit.com.au,David Low Way,COOLUM BEACH,4573,(07) 5473 9042,No,Yes,No,Yes,Yes,"Gyms, Health and Fitness",20% off all entry passes and casual entry rates.,-26.528503,153.089695
bloom hearing specialists,bloom hearing specialists,www.bloomhearing.com.au,Shop 1  3 Birtwill St,COOLUM BEACH,4573,(07) 5471 7444,No,Yes,Yes,Yes,Yes,Hearing Products and Services,Max. $500 off selected hearing aids. Conditions apply.,-26.527505,153.090065
Greenhalgh Pickard,McAlister & Cartmill Solicitors & Notary,www.mcalistercartmill.com.au,21 Heathfield Rd,COOLUM BEACH,4573,(07) 5446 1555,No,Yes,No,Yes,Yes,Legal Services,"10% off wills, POA and advance health directives.",-26.527296,153.088697
Coombabah Lakes Newsagency,Coombabah Lakes Newsagency,(blank),Shop 14  21 Hansford Rd,COOMBABAH,4216,(07) 5577 1031,No,Yes,No,Yes,No,Newsagents,10% off excluding some products.,-27.89952,153.385836
Coombabah Pharmacy,Coombabah Pharmacy,(blank),Shop 8 21 Hansford Rd,COOMBABAH,4216,(07) 5577 4244,No,Yes,No,Yes,Yes,Pharmacies,10% off excluding specials and PBS prescriptions.,-27.89952,153.385836
Coomera Appliance Service,Coomera Appliance Service,(blank),U 6  17 Yaun St,COOMERA,4209,(07) 5529 8800,No,No,No,Yes,Yes,Electrical Goods,10% off total account. All work guaranteed.,-27.871698,153.318632
Coomera Veterinary Surgery,Coomera Veterinary Surgery,(blank),379 Tamborine-Oxenford Rd,UPPER COOMERA,4209,(07) 5573 2330,No,Yes,No,Yes,No,Veterinarians,10% off all veterinarian services and some selected items.,-27.902653,153.290164
Coomera Village Amcal Chempro Chemist,Coomera Village Amcal Chempro Chemist,www.amcal.com.au,Shop 19  31 Dreamworld Pkwy,COOMERA,4209,(07) 5573 1888,No,Yes,Yes,Yes,Yes,Pharmacies,10% off. Excludes specials and PBS prescriptions.,-27.871893,153.31502
Cooper's Hardware,Cooper's Home Hardware,www.homehardware.com.au,1 Electra St,BUNDABERG,4670,(07) 4153 2996,No,Yes,No,Yes,Yes,Hardware and Tools,5% discount on selected items. Ask instore for details.,-24.869928,152.352138
Cooreys Drapery,Cooreys Drapery,(blank),113 Palmerin St,WARWICK,4370,(07) 3405 6444,No,Yes,No,Yes,Yes,Clothing,15% off fashion and workwear. Excludes discounted items.,-28.216415,152.032225
Cooreys Drapery,Cooreys Drapery,(blank),113 Palmerin St,WARWICK,4370,(07) 3405 6444,No,Yes,No,Yes,Yes,Fashion Accessories,15% off Akubra hats. Excludes items already discounted.,-28.216415,152.032225
Cooreys Drapery,Cooreys Drapery,(blank),113 Palmerin St,WARWICK,4370,(07) 3405 6444,No,Yes,No,Yes,Yes,"Manchester, Linen and Soft Furnishings",15% off manchester. Excludes items already discounted.,-28.216415,152.032225
Footsmart Podiatry,Footsmart Podiatry,www.footsmart.net.au,19 Birtwill St,COOLUM BEACH,4573,(07) 5441 4822,No,Yes,No,Yes,Yes,Podiatrists and Foot Care,Concession rates apply.,-26.527151,153.088788
Ram Automotive,Ram Automotive,www.ramautomotive.com.au,134 Greenoaks Dr,COOLUM BEACH,4573,(07) 5446 1825,No,Yes,No,Yes,No,Repairs and Servicing,10% discount on full retail price.,-26.5367,153.078754
Coolum Beach Surf Club,Coolum Beach Surf Club,http://www.coolumsurfclub.com/,1775-1779 David Low Way,COOLUM BEACH,4573,(07) 5446 1148,No,Yes,No,Yes,Yes,Restaurants and Dining Out,10% discount at our Beachfront Restaurant & Bar. Further discount applies to Coolum Surf club members or reciprocal club members. Conditions apply.,-26.531326,153.092392
Coorparoo Smile Dental,Coorparoo Smile Dental,www.coorparoosmiledental.com.au,L 1  387 Cavendish Rd,COORPAROO,4151,(07) 3397 6670,No,No,No,Yes,Yes,Dentists,10% discount given for any dental treatment.,-27.507337,153.063252
Coppards Menswear,Coppards Menswear,www.coppards.com.au,215-217 Kingaroy St,KINGAROY,4610,(07) 4162 1359,No,Yes,No,Yes,No,Clothing,10% discount.,-26.539594,151.839227
Hot Chilli Bean Thai Cafe,Hot Chilli Bean Thai Cafe,(blank),Shop 4  1776 David Low Way,COOLUM BEACH,4573,(07) 5448 3759,No,Yes,Yes,Yes,Yes,Restaurants and Dining Out,10% off on dine-in or takeaway from 5pm 7 nights per week.,-26.531214,153.09152
Coral Coast Cartridges,Coral Coast Cartridges,www.coralcoastcartridges.com.au,U 7  131-133 Scott St,BUNGALOW,4870,(07) 4041 3366,No,Yes,No,Yes,Yes,Stationery and Office Supplies,15% discounts on all products & 50% off refills.,-16.935979,145.757984
Coral Reef Resort,Coral Reef Resort,www.coralreefresort.com.au,U 1 192 Mann St,WESTCOURT,4870,(07) 4051 9946,No,Yes,No,Yes,Yes,Accommodation,10% off advert. rates for 1 or 2 brm self contained units.,-16.932473,145.74896
Corinda Hardware & Electrical,Corinda Hardware & Electrical,(blank),589 Oxley Rd,CORINDA,4075,(07) 3379 8733,No,Yes,No,Yes,No,Hardware and Tools,10% discount.,-27.538258,152.981575
Corry Cycles,Corry Cycles,www.corrycycles.com.au,5 Kay Ct,MACKAY,4740,(07) 4944 1157,No,Yes,Yes,Yes,Yes,Bicycles,10% discount storewide. Must present card.,-21.130006,149.163317
"Corser, Sheldon & Gordon","Corser, Sheldon & Gordon",www.csglaw.com.au,211 Bazaar St,MARYBOROUGH,4650,(07) 4122 1500,No,Yes,No,Yes,Yes,Legal Services,5-10% discount on various services. Phone for details.,-25.538241,152.703954
"Corser, Sheldon & Gordon","Corser, Sheldon & Gordon",www.csglaw.com.au,5 Torquay Rd,HERVEY BAY,4655,(07) 4194 4555,No,Yes,No,Yes,Yes,Legal Services,5-10% discount on various services. Phone for details.,-25.282018,152.839618
Cosmetic Denture Services,Cosmetic Denture Services,(blank),Shop 4 cnr Gordon/Nelson Sts,MACKAY,4740,(07) 4953 5141,No,No,No,Yes,No,Dental Prosthetists,Free consult. and gift voucher on receipt of new dentures.,-21.14271,149.181847
Cosmos Centre and Observatory,Cosmos Centre and Observatory,www.cosmoscentre.com,Qantas Dr,CHARLEVILLE,4470,(07) 4654 7771,No,Yes,No,Yes,Yes,Tourist Attractions,10% discount on adult prices. Enjoy night sky observation.,-26.414516,146.247372
Costa's Radiator Works,Costa's Radiator Works,(blank),295 Draper St,CAIRNS,4870,(07) 4031 4045,No,Yes,No,Yes,No,Repairs and Servicing,10% off recores or exchange radiators.,-16.924671,145.766591
Cosy Cottages Amity Point,Cosy Cottages Amity Point,www.cosycottages.com.au,Ballow St,AMITY POINT,4183,(07) 3409 7119,No,Yes,No,Yes,Yes,Accommodation,10% discount. Excludes school holidays.,-27.399933,153.437766
COTA Insurance,COTA Insurance,www.cota.com.au,(blank),(blank),(blank),1300 130 050,Yes,Yes,No,Yes,No,Home Insurance,12 months insurance coverage for the price of 11 months.,(blank),(blank)
COTA Insurance,COTA Insurance,www.cota.com.au,(blank),(blank),(blank),1300 130 050,Yes,Yes,No,Yes,No,Insurance,12 months insurance coverage for the price of 11 months.,(blank),(blank)
COTA Insurance,COTA Insurance,www.cota.com.au,(blank),(blank),(blank),1300 130 050,Yes,Yes,No,Yes,No,Travel Insurance,Competitive premiums for cardholders. Call for details.,(blank),(blank)
Swim Fit Aquatic Centres,Swim Fit Aquatic Centres,www.swimfit.com.au,David Low Way,COOLUM BEACH,4573,(07) 5473 9042,No,Yes,No,Yes,Yes,Sports and Recreation,20% off all entry passes and casual entry rates.,-26.528503,153.089695
Counselling & Wellbeing Centre QLD,Counselling & Wellbeing Centre QLD,www.cwcqld.com,2 Deshon St,WOOLLOONGABBA,4102,(07) 3891 2273,No,Yes,No,Yes,Yes,Psychologists and Counselling,30% off 1hr counselling session. Mention card when booking.,-27.491505,153.040914
Counselling & Wellbeing Centre QLD,Counselling & Wellbeing Centre QLD,www.cwcqld.com,Off 1  37 Station Rd,INDOOROOPILLY,4068,(07) 3378 0955,No,Yes,No,Yes,Yes,Psychologists and Counselling,30% off 1hr counselling session. Mention card when booking.,-27.501809,152.973988
Country Connections,Country Connections,(blank),177 Queen St,AYR,4807,(07) 4783 1905,No,Yes,No,Yes,No,Clothing,5% off all purchases paid on the day. Excludes specials.,-19.577867,147.402679
Country Road Motel,Best Western Country Road Motel,www.countryroadmotel.com,6 Mount Leyshon Rd,CHARTERS TOWERS,4820,(07) 4787 2422,No,Yes,No,Yes,Yes,Accommodation,5% discount per room.,-20.087787,146.262518
Coutts Commercial Hotel,Coutts Commercial Hotel,www.couttscommercialhotel.com.au,88-90 Queen St,AYR,4807,(07) 4783 1999,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-19.574239,147.40791
Coxen Cleaning Supplies,Coxen Chemicals Pty Ltd,www.coxen.com.au,1-5 Jubilee St,CAIRNS,4870,(07) 4051 9355,No,Yes,No,Yes,No,Cleaning Products and Services,10% off trade price. Excludes any advertised specials.,-16.926771,145.770408
CQ Video & TV Repairs,CQ Video & TV Repairs,(blank),227 Berserker St,NTH ROCKHAMPTON,4701,(07) 4928 8811,No,Yes,No,Yes,Yes,TV and Video,10% discount on the labour rate.,-23.360233,150.530082
Craftbuilt Kitchens (QBCC Act Lic 50634),Craftbuilt Kitchens,www.craftbuilt.com.au,2958 Logan Rd,UNDERWOOD,4119,(07) 3341 9166,No,Yes,No,Yes,No,"Bathrooms, Kitchens and Laundries",10% discount on all cabinets.,-27.610656,153.116191
Craig Bauer Solicitor,Craig Bauer Solicitor,(blank),Suite 6  33 Progress Rd,BURPENGARY,4505,(07) 3888 0766,No,Yes,No,Yes,Yes,Legal Services,10%  off all legal services including wills and estates.,-27.154461,152.975803
Craig's Highfields Hardware,Craig's Highfields Hardware,www.craigshardware.com.au,Lot 5 Lauder Dr,HIGHFIELDS,4352,(07) 4630 8348,No,Yes,No,Yes,Yes,Hardware and Tools,"10% off over $10 spend. Excl. already discounted items, cement and LPG.",-27.450725,151.944767
Cranston McEachern Lawyers & Attorneys,Cranston McEachern Lawyers & Attorneys,www.cranmac.com.au,L 8 388 Queen St,BRISBANE,4000,(07) 3248 0888,No,Yes,No,Yes,Yes,Legal Services,12.5% discount on all legal services.,-27.465833,153.029613
Cream Patisserie,Cream Patisserie,(blank),Shop 3  380 Cavendish Rd,COORPAROO,4151,(07) 3324 2713,No,Yes,No,Yes,Yes,Cafes,10% discount on all purchases.,-27.50654,153.063539
Crema Espresso,Crema Espresso Broadbeach,www.cremaespresso.com.au,Wave Building,BROADBEACH,4218,(07) 5526 9488,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-28.029024,153.431493
Crema Espresso,Crema Espresso Carindale,www.cremaespresso.com.au,Westfield Carindale,CARINDALE,4152,(07) 3843 5898,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.504905,153.103039
Crema Espresso,Crema Espresso Harbour Town,www.cremaespresso.com.au,Harbour Town Shp Cnt,BIGGERA WATERS,4216,(07) 5500 5778,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.931415,153.387777
Crema Espresso,Crema Espresso Helensvale,www.cremaespresso.com.au,Westfield Helensvale,HELENSVALE,4212,(07) 5665 7677,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.904526,153.31833
Crema Espresso,Crema Espresso Indooroopilly,www.cremaespresso.com.au,Indooroopilly Shp Cnt,INDOOROOPILLY,4068,(07) 3878 3812,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.499721,152.972854
Crema Espresso,Crema Espresso Main Beach,www.cremaespresso.com.au,27 Tedder Ave,MAIN BEACH,4217,(07) 5526 4858,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.978498,153.425318
Crema Espresso,Crema Espresso Mt Gravatt,www.cremaespresso.com.au,Westfield Garden City,MT GRAVATT,4122,(07) 3219 4586,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.561699,153.084713
Crema Espresso,Crema Espresso Pacific Fair,www.cremaespresso.com.au,Pacific Fair,BROADBEACH,4218,(07) 5539 8944,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-28.022388,153.413722
Crema Espresso,Crema Espresso Parramatta,www.cremaespresso.com.au,Westfield Parramatta,PARRAMATTA,2150,(02) 9635 8525,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-33.81704,151.00324
Crema Espresso,Crema Espresso Q1,www.cremaespresso.com.au,Q1 Building,SURFERS PARADISE,4217,(07) 5538 0866,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-28.006338,153.429792
Crema Espresso,Crema Espresso Robina,www.cremaespresso.com.au,Robina Town Centre,ROBINA,4226,(07) 5562 5650,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-28.071929,153.365207
Crema Espresso,Crema Espresso Runaway Bay,www.cremaespresso.com.au,Runaway Bay Shp Vlg,RUNAWAY BAY,4216,(07) 5537 1075,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.910916,153.403703
Crema Espresso,Crema Espresso Toowoomba,www.cremaespresso.com.au,Grand Central,TOOWOOMBA,4350,(07) 4659 9739,No,Yes,Yes,Yes,No,Cafes,10% off food and drinks. Excludes coffee beans.,-27.561181,151.948753
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,cnr Elizabeth St/David Low Way,COOLUM BEACH,4573,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",(blank),(blank)
Coolum Tile and Stone Studio ,Coolum Tile and Stone Studio,www.coolumtss.com.au,8  17 Focal Ave,COOLUM BEACH,4573,(07) 5446 2433,No,Yes,No,Yes,Yes,Tile Products and Services,5% off. Not valid on sale items. Conditions apply.,-26.521074,153.060345
Flight Centre,Flight Centre,www.flightcentre.com.au,Coolum Park Shp Cnt,COOLUM BEACH,4573,13 16 00,No,Yes,No,Yes,No,Travel Agencies,"$50 off tours/cruises/accom/car hire/rail* *T&C apply - offer is per person/per booking, min spend of $1500 per person. Ask in store for full T&C.",(blank),(blank)
